date,day_of_week,hour,industrial_demand
2019-01-08 19:00:00,1,19,1019.9706969615248
2019-01-08 20:00:00,1,20,1020.1540272439457
2019-01-08 21:00:00,1,21,1048.4079068356755
2019-01-08 22:00:00,1,22,1036.8904718363478
2019-01-08 23:00:00,1,23,1041.1565564307714
2019-01-09 00:00:00,2,0,1002.897242053147
2019-01-09 01:00:00,2,1,1019.169259731944
2019-01-09 02:00:00,2,2,1014.8216293831655
2019-01-09 03:00:00,2,3,1018.4329905329599
2019-01-09 04:00:00,2,4,1019.9719378228519
2019-01-09 05:00:00,2,5,1024.619425958221
2019-01-09 06:00:00,2,6,1023.2654260374054
2019-01-09 07:00:00,2,7,1023.2885703177373
2019-01-09 08:00:00,2,8,1535.6991704592529
2019-01-09 09:00:00,2,9,1560.9969748087956
2019-01-09 10:00:00,2,10,1570.9661042483165
2019-01-09 11:00:00,2,11,1551.9767771912113
2019-01-09 12:00:00,2,12,1373.436040836069
2019-01-09 13:00:00,2,13,1574.8889887049377
2019-01-09 14:00:00,2,14,1573.7810919466501
2019-01-09 15:00:00,2,15,1539.0748174891896
2019-01-09 16:00:00,2,16,1568.2156047050335
2019-01-09 17:00:00,2,17,1001.51961464061
2019-01-09 18:00:00,2,18,1049.7249939955125
2019-01-09 19:00:00,2,19,1005.5610534231752
2019-01-09 20:00:00,2,20,1020.0677638428648
2019-01-09 21:00:00,2,21,1010.0250997301993
2019-01-09 22:00:00,2,22,1037.4477225949904
2019-01-09 23:00:00,2,23,1004.1630740792968
2019-01-10 00:00:00,3,0,1040.168764179257
2019-01-10 01:00:00,3,1,1017.546337599522
2019-01-10 02:00:00,3,2,1034.7742966816377
2019-01-10 03:00:00,3,3,1047.1443934332804
2019-01-10 04:00:00,3,4,1034.036499933195
2019-01-10 05:00:00,3,5,1024.2612871916353
2019-01-10 06:00:00,3,6,1033.4628849408437
2019-01-10 07:00:00,3,7,1045.758915039586
2019-01-10 08:00:00,3,8,1573.3929162309423
2019-01-10 09:00:00,3,9,1518.3378724718452
2019-01-10 10:00:00,3,10,1549.7974061753866
2019-01-10 11:00:00,3,11,1530.5685638566365
2019-01-10 12:00:00,3,12,1397.858755522736
2019-01-10 13:00:00,3,13,1571.1413639386076
2019-01-10 14:00:00,3,14,1566.3913320497504
2019-01-10 15:00:00,3,15,1544.8487046444318
2019-01-10 16:00:00,3,16,1536.8791354112436
2019-01-10 17:00:00,3,17,1038.590505486872
2019-01-10 18:00:00,3,18,1040.0788107417047
2019-01-10 19:00:00,3,19,1042.095288632236
2019-01-10 20:00:00,3,20,1040.2094191523615
2019-01-10 21:00:00,3,21,1009.6513684470539
2019-01-10 22:00:00,3,22,1025.7923367838973
2019-01-10 23:00:00,3,23,1022.7076438105925
2019-01-11 00:00:00,4,0,1000.5186222054764
2019-01-11 01:00:00,4,1,1016.6401680344337
2019-01-11 02:00:00,4,2,1012.1785814574088
2019-01-11 03:00:00,4,3,1014.0567145200054
2019-01-11 04:00:00,4,4,1038.784658431679
2019-01-11 05:00:00,4,5,1004.5000493117576
2019-01-11 06:00:00,4,6,1020.3594649253953
2019-01-11 07:00:00,4,7,1008.3910190165328
2019-01-11 08:00:00,4,8,1523.424019547941
2019-01-11 09:00:00,4,9,1506.0598954105544
2019-01-11 10:00:00,4,10,1562.1378507019142
2019-01-11 11:00:00,4,11,1574.4606662116503
2019-01-11 12:00:00,4,12,1366.6421933001154
2019-01-11 13:00:00,4,13,1574.6682795495547
2019-01-11 14:00:00,4,14,1509.7205875303782
2019-01-11 15:00:00,4,15,1564.5206363698464
2019-01-11 16:00:00,4,16,1546.4881775384833
2019-01-11 17:00:00,4,17,1024.8410487258393
2019-01-11 18:00:00,4,18,1002.8094601453813
2019-01-11 19:00:00,4,19,1003.846469009133
2019-01-11 20:00:00,4,20,1043.9495831070074
2019-01-11 21:00:00,4,21,1005.9964606206162
2019-01-11 22:00:00,4,22,1006.004117978639
2019-01-11 23:00:00,4,23,1039.9241081824812
2019-01-12 00:00:00,5,0,1024.9393166005384
2019-01-12 01:00:00,5,1,1022.793047793171
2019-01-12 02:00:00,5,2,1002.9891931224433
2019-01-12 03:00:00,5,3,1003.1244915905615
2019-01-12 04:00:00,5,4,1032.3172432507674
2019-01-12 05:00:00,5,5,1039.065335330508
2019-01-12 06:00:00,5,6,1031.5579536291912
2019-01-12 07:00:00,5,7,1040.9580375444734
2019-01-12 08:00:00,5,8,1017.7373263403803
2019-01-12 09:00:00,5,9,1036.434201743034
2019-01-12 10:00:00,5,10,1006.0109240284372
2019-01-12 11:00:00,5,11,1008.0185037193776
2019-01-12 12:00:00,5,12,1047.3080363042266
2019-01-12 13:00:00,5,13,1009.2978323816797
2019-01-12 14:00:00,5,14,1049.1398137204262
2019-01-12 15:00:00,5,15,1021.1158347209456
2019-01-12 16:00:00,5,16,1020.4678612627797
2019-01-12 17:00:00,5,17,1001.3864716800393
2019-01-12 18:00:00,5,18,1042.0438273352543
2019-01-12 19:00:00,5,19,1044.3835827989942
2019-01-12 20:00:00,5,20,1047.4185392649763
2019-01-12 21:00:00,5,21,1016.454790878168
2019-01-12 22:00:00,5,22,1025.8110660941904
2019-01-12 23:00:00,5,23,1017.2666573981423
2019-01-13 00:00:00,6,0,1042.7560622441988
2019-01-13 01:00:00,6,1,1006.3590338197812
2019-01-13 02:00:00,6,2,1001.1443066683034
2019-01-13 03:00:00,6,3,1002.7048971515412
2019-01-13 04:00:00,6,4,1027.0570750369304
2019-01-13 05:00:00,6,5,1049.58704313028
2019-01-13 06:00:00,6,6,1047.0573533172462
2019-01-13 07:00:00,6,7,1035.446523715309
2019-01-13 08:00:00,6,8,1036.4594673383904
2019-01-13 09:00:00,6,9,1048.3873199543364
2019-01-13 10:00:00,6,10,1026.3784689499153
2019-01-13 11:00:00,6,11,1041.4427746664849
2019-01-13 12:00:00,6,12,1038.0369053928132
2019-01-13 13:00:00,6,13,1027.9231640949931
2019-01-13 14:00:00,6,14,1001.3155165850302
2019-01-13 15:00:00,6,15,1030.950897499818
2019-01-13 16:00:00,6,16,1019.2622245564829
2019-01-13 17:00:00,6,17,1044.56227541241
2019-01-13 18:00:00,6,18,1004.3486085713953
2019-01-13 19:00:00,6,19,1049.9908929460437
2019-01-13 20:00:00,6,20,1010.2556372285335
2019-01-13 21:00:00,6,21,1006.3477591955908
2019-01-13 22:00:00,6,22,1039.732246964991
2019-01-13 23:00:00,6,23,1046.5550773693335
2019-01-14 00:00:00,0,0,1028.1089539241761
2019-01-14 01:00:00,0,1,1005.7227830799368
2019-01-14 02:00:00,0,2,1024.8076131269297
2019-01-14 03:00:00,0,3,1027.8514043075504
2019-01-14 04:00:00,0,4,1044.9446288774457
2019-01-14 05:00:00,0,5,1042.3706661471238
2019-01-14 06:00:00,0,6,1039.632497861793
2019-01-14 07:00:00,0,7,1025.603632940764
2019-01-14 08:00:00,0,8,1502.7647925091817
2019-01-14 09:00:00,0,9,1522.7128694336923
2019-01-14 10:00:00,0,10,1538.3433429875597
2019-01-14 11:00:00,0,11,1522.8606087601006
2019-01-14 12:00:00,0,12,1372.4342963344145
2019-01-14 13:00:00,0,13,1542.7415776680723
2019-01-14 14:00:00,0,14,1557.0742123802813
2019-01-14 15:00:00,0,15,1509.7561065234568
2019-01-14 16:00:00,0,16,1554.4066667060806
2019-01-14 17:00:00,0,17,1028.8797995707605
2019-01-14 18:00:00,0,18,1043.5775707275743
2019-01-14 19:00:00,0,19,1025.6910419107442
2019-01-14 20:00:00,0,20,1028.2935415609143
2019-01-14 21:00:00,0,21,1020.2178667285591
2019-01-14 22:00:00,0,22,1014.8065229697235
2019-01-14 23:00:00,0,23,1029.6508990837478
2019-01-15 00:00:00,1,0,1041.5743884933959
2019-01-15 01:00:00,1,1,1004.9522429171406
2019-01-15 02:00:00,1,2,1014.5031021129382
2019-01-15 03:00:00,1,3,1033.0218935170542
2019-01-15 04:00:00,1,4,1021.5664852358515
2019-01-15 05:00:00,1,5,1048.7616464831924
2019-01-15 06:00:00,1,6,1040.6061187383182
2019-01-15 07:00:00,1,7,1034.3571700498396
2019-01-15 08:00:00,1,8,1541.300995432081
2019-01-15 09:00:00,1,9,1557.4406525410989
2019-01-15 10:00:00,1,10,1551.7308272382586
2019-01-15 11:00:00,1,11,1546.9084844716197
2019-01-15 12:00:00,1,12,1388.625839126631
2019-01-15 13:00:00,1,13,1537.674922445181
2019-01-15 14:00:00,1,14,1517.4530668091656
2019-01-15 15:00:00,1,15,1570.5060347641984
2019-01-15 16:00:00,1,16,1529.760512265665
2019-01-15 17:00:00,1,17,1018.7118081531007
2019-01-15 18:00:00,1,18,1001.6312229679106
2019-01-15 19:00:00,1,19,1037.9335582112847
2019-01-15 20:00:00,1,20,1027.4117228799332
2019-01-15 21:00:00,1,21,1032.2326525535723
2019-01-15 22:00:00,1,22,1027.1519852644808
2019-01-15 23:00:00,1,23,1028.645469413303
2019-01-16 00:00:00,2,0,1030.1994617514172
2019-01-16 01:00:00,2,1,1029.7105696444648
2019-01-16 02:00:00,2,2,1042.247791474543
2019-01-16 03:00:00,2,3,1007.6280357283051
2019-01-16 04:00:00,2,4,1012.0613972119893
2019-01-16 05:00:00,2,5,1004.6599274634957
2019-01-16 06:00:00,2,6,1035.0127487340396
2019-01-16 07:00:00,2,7,1005.346945813732
2019-01-16 08:00:00,2,8,1504.771524636488
2019-01-16 09:00:00,2,9,1511.7971964771311
2019-01-16 10:00:00,2,10,1562.2667688952454
2019-01-16 11:00:00,2,11,1520.0005854526808
2019-01-16 12:00:00,2,12,1388.3398388020933
2019-01-16 13:00:00,2,13,1574.7696250267209
2019-01-16 14:00:00,2,14,1524.9262433129172
2019-01-16 15:00:00,2,15,1538.564998490176
2019-01-16 16:00:00,2,16,1536.6074104413872
2019-01-16 17:00:00,2,17,1016.391949869749
2019-01-16 18:00:00,2,18,1036.2066497688527
2019-01-16 19:00:00,2,19,1013.816260747886
2019-01-16 20:00:00,2,20,1032.5639640873496
2019-01-16 21:00:00,2,21,1033.0704882853495
2019-01-16 22:00:00,2,22,1031.6161041986265
2019-01-16 23:00:00,2,23,1037.3667750665275
2019-01-17 00:00:00,3,0,1043.2325417092177
2019-01-17 01:00:00,3,1,1043.9604867502849
2019-01-17 02:00:00,3,2,1035.291487104211
2019-01-17 03:00:00,3,3,1008.5181511394898
2019-01-17 04:00:00,3,4,1041.3774406245768
2019-01-17 05:00:00,3,5,1028.4394688009033
2019-01-17 06:00:00,3,6,1012.3807534354103
2019-01-17 07:00:00,3,7,1043.8917540060734
2019-01-17 08:00:00,3,8,1534.5873529610467
2019-01-17 09:00:00,3,9,1500.8968055858304
2019-01-17 10:00:00,3,10,1557.7039293475955
2019-01-17 11:00:00,3,11,1518.612758820948
2019-01-17 12:00:00,3,12,1391.2617526328615
2019-01-17 13:00:00,3,13,1534.0798841393087
2019-01-17 14:00:00,3,14,1544.9120853674772
2019-01-17 15:00:00,3,15,1553.1212168509812
2019-01-17 16:00:00,3,16,1566.2037222507663
2019-01-17 17:00:00,3,17,1042.181277716344
2019-01-17 18:00:00,3,18,1013.3722536433836
2019-01-17 19:00:00,3,19,1025.3644877212157
2019-01-17 20:00:00,3,20,1040.9119457991865
2019-01-17 21:00:00,3,21,1000.868457533351
2019-01-17 22:00:00,3,22,1029.1877858626851
2019-01-17 23:00:00,3,23,1003.7236792792784
2019-01-18 00:00:00,4,0,1026.5762460150447
2019-01-18 01:00:00,4,1,1011.2814610077032
2019-01-18 02:00:00,4,2,1031.6544290490065
2019-01-18 03:00:00,4,3,1033.470420604294
2019-01-18 04:00:00,4,4,1027.0021866016182
2019-01-18 05:00:00,4,5,1020.596640493471
2019-01-18 06:00:00,4,6,1009.3600457707287
2019-01-18 07:00:00,4,7,1032.3844373601119
2019-01-18 08:00:00,4,8,1518.8748288231957
2019-01-18 09:00:00,4,9,1562.5116855537858
2019-01-18 10:00:00,4,10,1535.9132388149267
2019-01-18 11:00:00,4,11,1505.1989273875888
2019-01-18 12:00:00,4,12,1384.011348962646
2019-01-18 13:00:00,4,13,1534.6652040927204
2019-01-18 14:00:00,4,14,1549.6467710720403
2019-01-18 15:00:00,4,15,1531.0964999942296
2019-01-18 16:00:00,4,16,1504.145253477178
2019-01-18 17:00:00,4,17,1041.5245015992805
2019-01-18 18:00:00,4,18,1047.4010007114632
2019-01-18 19:00:00,4,19,1039.2334243682353
2019-01-18 20:00:00,4,20,1018.3429373922495
2019-01-18 21:00:00,4,21,1035.1063775392206
2019-01-18 22:00:00,4,22,1018.9379809501895
2019-01-18 23:00:00,4,23,1029.3034434248914
2019-01-19 00:00:00,5,0,1036.5071125581107
2019-01-19 01:00:00,5,1,1041.9316426210441
2019-01-19 02:00:00,5,2,1013.9696576200744
2019-01-19 03:00:00,5,3,1047.2338470952582
2019-01-19 04:00:00,5,4,1047.9397812556447
2019-01-19 05:00:00,5,5,1017.6717512334811
2019-01-19 06:00:00,5,6,1020.9158711436237
2019-01-19 07:00:00,5,7,1009.979672882584
2019-01-19 08:00:00,5,8,1015.774848176342
2019-01-19 09:00:00,5,9,1000.9235602358217
2019-01-19 10:00:00,5,10,1048.6475818905938
2019-01-19 11:00:00,5,11,1005.5466673503361
2019-01-19 12:00:00,5,12,1031.4916813187729
2019-01-19 13:00:00,5,13,1018.1108621438708
2019-01-19 14:00:00,5,14,1038.4561921645313
2019-01-19 15:00:00,5,15,1019.3606265235076
2019-01-19 16:00:00,5,16,1022.6907742995434
2019-01-19 17:00:00,5,17,1003.34686063002
2019-01-19 18:00:00,5,18,1024.3666179539102
2019-01-19 19:00:00,5,19,1047.6387002773654
2019-01-19 20:00:00,5,20,1014.9755583341858
2019-01-19 21:00:00,5,21,1011.8182082906989
2019-01-19 22:00:00,5,22,1002.6255216750169
2019-01-19 23:00:00,5,23,1027.5715061068208
2019-01-20 00:00:00,6,0,1025.0989669030023
2019-01-20 01:00:00,6,1,1016.1901450776107
2019-01-20 02:00:00,6,2,1036.012805969202
2019-01-20 03:00:00,6,3,1037.8476557944593
2019-01-20 04:00:00,6,4,1030.163759634747
2019-01-20 05:00:00,6,5,1016.7035115174324
2019-01-20 06:00:00,6,6,1031.3230370809517
2019-01-20 07:00:00,6,7,1045.9140477091119
2019-01-20 08:00:00,6,8,1012.8661004871835
2019-01-20 09:00:00,6,9,1035.6063188400421
2019-01-20 10:00:00,6,10,1040.1123458149114
2019-01-20 11:00:00,6,11,1023.350678571227
2019-01-20 12:00:00,6,12,1003.4045056971743
2019-01-20 13:00:00,6,13,1041.146408736822
2019-01-20 14:00:00,6,14,1017.9330748179085
2019-01-20 15:00:00,6,15,1016.195328537721
2019-01-20 16:00:00,6,16,1044.9055543040863
2019-01-20 17:00:00,6,17,1011.6851597077158
2019-01-20 18:00:00,6,18,1010.6624565244848
2019-01-20 19:00:00,6,19,1046.475361061091
2019-01-20 20:00:00,6,20,1022.8051153101027
2019-01-20 21:00:00,6,21,1046.849876399499
2019-01-20 22:00:00,6,22,1022.886297563171
2019-01-20 23:00:00,6,23,1017.0583216975988
2019-01-21 00:00:00,0,0,1003.2099306262859
2019-01-21 01:00:00,0,1,1047.1974749637816
2019-01-21 02:00:00,0,2,1027.5159692070013
2019-01-21 03:00:00,0,3,1002.4758646891776
2019-01-21 04:00:00,0,4,1047.978871423014
2019-01-21 05:00:00,0,5,1008.054486726654
2019-01-21 06:00:00,0,6,1010.8558629218078
2019-01-21 07:00:00,0,7,1034.7791492314186
2019-01-21 08:00:00,0,8,1540.3788787966678
2019-01-21 09:00:00,0,9,1503.3018637556265
2019-01-21 10:00:00,0,10,1504.7247282953317
2019-01-21 11:00:00,0,11,1521.3500476057768
2019-01-21 12:00:00,0,12,1410.3201219449618
2019-01-21 13:00:00,0,13,1561.770588401275
2019-01-21 14:00:00,0,14,1563.473747178503
2019-01-21 15:00:00,0,15,1559.4823510583374
2019-01-21 16:00:00,0,16,1529.624709319864
2019-01-21 17:00:00,0,17,1019.8628743678398
2019-01-21 18:00:00,0,18,1019.5689600076786
2019-01-21 19:00:00,0,19,1016.668312072718
2019-01-21 20:00:00,0,20,1002.0553926898976
2019-01-21 21:00:00,0,21,1007.686055536975
2019-01-21 22:00:00,0,22,1006.9288027381356
2019-01-21 23:00:00,0,23,1024.776264969397
2019-01-22 00:00:00,1,0,1013.4018387618482
2019-01-22 01:00:00,1,1,1034.0562264710388
2019-01-22 02:00:00,1,2,1030.6714666171183
2019-01-22 03:00:00,1,3,1025.3192005257297
2019-01-22 04:00:00,1,4,1009.1386288728313
2019-01-22 05:00:00,1,5,1012.119015852642
2019-01-22 06:00:00,1,6,1011.2146141179902
2019-01-22 07:00:00,1,7,1000.6855448502754
2019-01-22 08:00:00,1,8,1543.7693523278624
2019-01-22 09:00:00,1,9,1523.4372228869195
2019-01-22 10:00:00,1,10,1520.0982561678222
2019-01-22 11:00:00,1,11,1525.1797752563857
2019-01-22 12:00:00,1,12,1390.651728705284
2019-01-22 13:00:00,1,13,1522.209837669937
2019-01-22 14:00:00,1,14,1504.8404746958329
2019-01-22 15:00:00,1,15,1508.9913261900915
2019-01-22 16:00:00,1,16,1511.4866051855086
2019-01-22 17:00:00,1,17,1029.710536952729
2019-01-22 18:00:00,1,18,1009.4331259335742
2019-01-22 19:00:00,1,19,1031.242574040369
2019-01-22 20:00:00,1,20,1000.9010797694385
2019-01-22 21:00:00,1,21,1042.002829410607
2019-01-22 22:00:00,1,22,1031.9043649849793
2019-01-22 23:00:00,1,23,1034.5516519512798
2019-01-23 00:00:00,2,0,1028.944886387457
2019-01-23 01:00:00,2,1,1016.2943917752227
2019-01-23 02:00:00,2,2,1008.924202033732
2019-01-23 03:00:00,2,3,1030.4998801778024
2019-01-23 04:00:00,2,4,1023.6994577459836
2019-01-23 05:00:00,2,5,1043.8075972052704
2019-01-23 06:00:00,2,6,1021.1852553207485
2019-01-23 07:00:00,2,7,1047.720405242447
2019-01-23 08:00:00,2,8,1512.3299491374405
2019-01-23 09:00:00,2,9,1520.0968214564812
2019-01-23 10:00:00,2,10,1501.6732575362464
2019-01-23 11:00:00,2,11,1502.9897327896401
2019-01-23 12:00:00,2,12,1369.558541248879
